Method,cookie,lenght,content,classification,url_params,url
GET,0AAF7D2C3E93E36131F099CFDE76C61A,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,7C4D421292A902337FF3FCEE571EBD73,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,0EBEAB2B994FA07DC228557FFF54A849,0,,0,,/tienda1/global/estilos.css
GET,96D715AFA6F9968C52D3D83F588D892E,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,E2B12E1DD451E55BFB3FE81A119124A0,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,78E3125769422318FD0AC9B191BA4B20,0,,0,modo=registro&login=meleskie&password=598le65&nombre=Ubr%EDaco&apellidos=Abell%E0+Segarras&email=myrna5%40adondeir.at&dni=33744160D&direccion=Ruiz+De+Alda%2C+78+&ciudad=Villatobas&cp=23657&provincia=Segovia&ntc=4073783110590723&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=meleskie&password=598le65&nombre=Ubr%EDaco&apellidos=Abell%E0+Segarras&email=myrna5%40adondeir.at&dni=33744160D&direccion=Ruiz+De+Alda%2C+78+&ciudad=Villatobas&cp=23657&provincia=Segovia&ntc=4073783110590723&B1=Registrar
POST,1CB7C3FEB780670531559C4F35101B8A,240,modo=registro&login=meleskie&password=598le65&nombre=Ubr%EDaco&apellidos=Abell%E0+Segarras&email=myrna5%40adondeir.at&dni=33744160D&direccion=Ruiz+De+Alda%2C+78+&ciudad=Villatobas&cp=23657&provincia=Segovia&ntc=4073783110590723&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,D6A6AE546CC560948F3852F18FCDA121,0,,0,,/tienda1/miembros/salir.jsp
GET,52C6B581069841BAB197413FF9AEE5B3,0,,0,,/tienda1/imagenes/2.gif
GET,6D4DFBF2E520E610D52235CFD60755D5,0,,0,,/tienda1/imagenes/3.gif
GET,BAB695839DCB3BB2232DB3C096211E71,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,0803BA242DE9B7964192D408A3D16D15,0,,0,,/tienda1/imagenes/logo.gif
GET,3146F02E649478578D213D1723EA4E43,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,8433CAB25310F6BB988D7BEED75BC1ED,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,82203A3D23565D5D20BFC2FEF0FCD223,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,5261D7B8E7217AA43BED0F6B8F0E64F1,0,,0,,/tienda1/publico/carrito.jsp
POST,43E067C494AE604D7E72CECF2FFA072F,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,0F98D37B4A29BDC33FE405132592400E,0,,0,,/tienda1/publico/miembros.jsp
GET,B60BC8FB7DE7F0149DC22EFB5CE75439,0,,0,modo=insertar&precio=4730&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=4730&B1=Pasar+por+caja
POST,805063F830C435EC9182BB9063CB1749,43,modo=insertar&precio=4730&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,4A6C469AA10148E2312328823D667CAB,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,2CCBB5F470554F59FDE9F8D160CFCA55,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,8403EC4D9D4879A2C2A0973F1B478107,0,,0,,/tienda1/global/menum.jsp
GET,EB5D6B0DCA4F9AB6FB7DA808A7879FCD,0,,0,,/tienda1/global/titulo.jsp
GET,5641B012FCABC12FD809FF2A29F22DF8,0,,0,,/tienda1/miembros/index.jsp
GET,37D3AF64BA5804FCA51B10A0F7CB4F99,0,,0,modo=registro&login=rainmake&password=doblonada&nombre=Casilda&apellidos=Kuhn+Cota&email=baff%40enhierro.com.ec&dni=63482988K&direccion=Calle+La+Revoltosa%2C+55%2C+11C&ciudad=Ibarrangelu&cp=46700&provincia=Zaragoza&ntc=1446991809597037&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=rainmake&password=doblonada&nombre=Casilda&apellidos=Kuhn+Cota&email=baff%40enhierro.com.ec&dni=63482988K&direccion=Calle+La+Revoltosa%2C+55%2C+11C&ciudad=Ibarrangelu&cp=46700&provincia=Zaragoza&ntc=1446991809597037&B1=Registrar
GET,76C20E3227A834453B866BC145CA35AA,0,,0,,/tienda1/miembros/fotos.jsp
GET,C822FBC31F1B172264EF301B38C2D4A7,0,,0,,/tienda1/miembros/salir.jsp
GET,FF34ED408E3A3DF9612D7F486AABD4D3,0,,0,,/tienda1/imagenes/1.gif
GET,F22EA86FFC212648960B4271EBCC4690,0,,0,,/tienda1/imagenes/2.gif
GET,21A9A9BAB4D29E829326BDBA8000292F,0,,0,,/tienda1/imagenes/3.gif
GET,8577547DCCA01F3F1854EFEBFFD3E113,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,49B5862AD3760B55C2A1CF8EFEB6D532,0,,0,,/tienda1/imagenes/logo.gif
GET,E0E7A93602A1C2BEA499AFEA1D441B8E,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,DA58FB49D7A36861F0CA015DC86C032B,0,,0,,/tienda1/index.jsp
GET,EEA428750037D54CB9B0D6708C35FA79,0,,0,id=3&nombre=Vino+Rioja&precio=100&cantidad=14&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=100&cantidad=14&B1=A%F1adir+al+carrito
POST,8A4D85F1D0EBA76FE483DED6137E1853,68,id=3&nombre=Vino+Rioja&precio=100&cantidad=14&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,6925406ACB97CFAA733E75A5F44B1225,0,,0,modo=entrar&login=mallari&pwd=Epifita&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=mallari&pwd=Epifita&remember=off&B1=Entrar
GET,7475373EB0E038448961905D7BE73934,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
POST,1E3924390B0E1AF58A67E0164399CFDF,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,E5966A3374FE8D239FA45200DF6178B5,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,32F7D0324E0C7A6F5B07371445B8C4EE,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
POST,3C551DD854751B45A3E598E28CE8AE7B,38,modo=insertar&precio=7395&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,0A9A5872E6F15CE8A4D91C39DD88D4DD,0,,0,,/tienda1/publico/productos.jsp
GET,F4DFDDB02DB05692B61A3AE28DD5A499,0,,0,modo=registro&login=nerti&password=mal3it6&nombre=Osm%E1n&apellidos=Aguinaga+Achutegui&email=kjer%40multibuscador.com.ph&dni=55000265C&direccion=C%2F+Casta%F1os+55+6-G&ciudad=Gomecello&cp=17488&provincia=Lleida&ntc=0952684753761589&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=nerti&password=mal3it6&nombre=Osm%E1n&apellidos=Aguinaga+Achutegui&email=kjer%40multibuscador.com.ph&dni=55000265C&direccion=C%2F+Casta%F1os+55+6-G&ciudad=Gomecello&cp=17488&provincia=Lleida&ntc=0952684753761589&B1=Registrar
POST,5FACAD02E2165377F6D023D757E6098E,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,A3D3035CE3C621480EF4273418E45201,0,,0,,/tienda1/global/creditos.jsp
GET,D00C80A8C26333F251178616F0D9A684,0,,0,,/tienda1/global/menum.jsp
GET,DD5855FCF4618199EA885D4D7CCE1A8B,0,,0,,/tienda1/global/titulo.jsp
GET,CF3C91C3F5B5C682B2815FBC5946B6AF,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,C38DEC687BAA8D0C10142352A947610F,0,,0,,/tienda1/miembros/index.jsp
POST,A70904CA0587D42A300C1C5C19DF7496,258,modo=registro&login=melody0&password=empedernido&nombre=Flori%E1n&apellidos=Vano+Branchadell&email=lamarr%40tardos.mobi&dni=27643638F&direccion=Periodista+Jose+Ventura+Traveset+4+5B&ciudad=Ca%F1izal&cp=37439&provincia=Zamora&ntc=9429551402633786&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,1E2D0FA73BDD94FE15DEFEA177CE6F66,0,,0,,/tienda1/miembros/fotos.jsp
GET,C1BA55B5BBABAD64E64462C8AC5EBB73,0,,0,,/tienda1/imagenes/2.gif
GET,15C20E68795E8162E95A271E95008C34,0,,0,,/tienda1/imagenes/3.gif
GET,EC5CF4580DE47892C3C42D1D24632CE4,0,,0,,/tienda1/imagenes/logo.gif
GET,2E0109AF8FA9F637ED3796785FE9EE17,0,,0,,/tienda1/index.jsp
GET,57C43F1222358DD2D01E53B35AFC5A79,0,,0,id=3&nombre=Vino+Rioja&precio=100&cantidad=77&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=100&cantidad=77&B1=A%F1adir+al+carrito
POST,C20179DDB73B62B517D6550FF553D0EF,68,id=3&nombre=Vino+Rioja&precio=100&cantidad=77&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,204B2FE9A0455906946CF3439E7A6385,0,,0,modo=entrar&login=lonnie&pwd=clivosa&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=lonnie&pwd=clivosa&remember=off&B1=Entrar
GET,019012B6CE9A7E7166E9DC1E71033D1B,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
POST,21A2D74B59BB8CE0BA2C3B3FC6CB7622,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,FFA59A4D342A13F9EAB68368ACC042EE,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,F24CF128B86F972DA72685A4D144BCB1,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,C2551D2421D37881A9360DC054E3AD56,0,,0,,/tienda1/publico/miembros.jsp
POST,B79216A2543DD2F00EC47F4B38A11005,43,modo=insertar&precio=6408&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,97C16F994A36FF5F52C65110E4F89B72,0,,0,,/tienda1/publico/productos.jsp
POST,01C37AB6CC267DD5D7FEF146101023BE,263,modo=registro&login=yunn-tzu&password=alGABe%F1A&nombre=Gregonio&apellidos=Poma+Bolet&email=saunders%40titulosoficiales.web&dni=34791026F&direccion=Jocs+Olimpics+110+1-B&ciudad=San+Vicente+de+la+Barquera&cp=41309&provincia=Madrid&ntc=3889877274730885&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,1FF0D5E5B1338EED46140AFC551184C5,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,7D3D9AB4BCB7EFC90817557AB361EDBE,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,B5654A4AA531F902E42F08BA1F8AD262,0,,0,,/tienda1/global/creditos.jsp
GET,8CB591C34F062EDFB71B0C942315396B,0,,0,,/tienda1/global/estilos.css
GET,B2C52AED719D0FBB7D49E9A16FD83AC6,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,86B36168820D63B8FDBC6E52E933598F,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,70575D6FB5D159A938AA44724F94E080,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,5303536171F044BB921D906FB908D207,0,,0,,/tienda1/miembros/fotos.jsp
GET,7DC9465CCDF529C939DFCF25C1143FB7,0,,0,,/tienda1/imagenes/1.gif
GET,23F8C89583EDB007524A231C53694D49,0,,0,,/tienda1/imagenes/3.gif
GET,ED2A28FCB9364CBDB044F671373F9814,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,09CC9C817A48E39FDD8552F8F4589CAD,0,,0,,/tienda1/imagenes/logo.gif
GET,56D3E3909D717D791B00A3F7F1B0DF09,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,C364E273ADDFE2BAC4ADC6E40CDD5CDC,0,,0,,/tienda1/index.jsp
POST,C641099F968322C02147BC40285B3807,67,id=2&nombre=Vino+Rioja&precio=39&cantidad=80&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
POST,F1BC6C716EFC121159828BC8D3783D7A,55,modo=entrar&login=dunn&pwd=OASi0s&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,5889082C90740FCF75F57B33BDC0BFF0,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
POST,4D6B42E152CA02CAEF8E937F3B06596C,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,FF0098B8AA2D0D72A94CFA2662E39B7D,0,,0,,/tienda1/publico/carrito.jsp
GET,21CAA63B4A5EBDA74419953F3441A3F3,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
GET,E79D5B059D756179D8B1F6C442A04D61,0,,0,modo=insertar&precio=6120&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=6120&B1=Pasar+por+caja
GET,76FF9194D68C214DD4446D6F2A4B09B7,0,,0,,/tienda1/publico/productos.jsp
GET,A8B4DCD675F7CD2E6E11C60E1FC14AA3,0,,0,modo=registro&login=blauer&password=9raspun9e&nombre=Venancia&apellidos=Font+Rangil&email=basile%40europop.by&dni=45518730M&direccion=Carrer+Vidal+i+Barraquer+28+&ciudad=Olea+de+Boedo&cp=50650&provincia=Zaragoza&ntc=4478737902876743&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=blauer&password=9raspun9e&nombre=Venancia&apellidos=Font+Rangil&email=basile%40europop.by&dni=45518730M&direccion=Carrer+Vidal+i+Barraquer+28+&ciudad=Olea+de+Boedo&cp=50650&provincia=Zaragoza&ntc=4478737902876743&B1=Registrar
POST,C5726EACF8CA77F96B5310811F0ED983,245,modo=registro&login=blauer&password=9raspun9e&nombre=Venancia&apellidos=Font+Rangil&email=basile%40europop.by&dni=45518730M&direccion=Carrer+Vidal+i+Barraquer+28+&ciudad=Olea+de+Boedo&cp=50650&provincia=Zaragoza&ntc=4478737902876743&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,828239B1CCF7373E4D868B77109E828C,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
GET,2768162DCC4AB711FDDFC492C150E664,0,,0,,/tienda1/global/creditos.jsp
GET,173601EE399D189386C2C82A2913C7A9,0,,0,,/tienda1/global/titulo.jsp
GET,60BF6FAFC8B3616C0AADB42CEB157A91,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,454D2FACAB5E86F48062DF0CDB7A6882,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,AADCB461A09F6DEFA4DF9F7CAEC0FF40,0,,0,,/tienda1/miembros/index.jsp
POST,8F730CC85369C6A0FC07A0CA8BDAFDB0,256,modo=registro&login=wynnie&password=AsC%C960cA&nombre=Nicomedes&apellidos=Sig%FCenza+Mosconi&email=gatliff.charlton%40eco-pro.jm&dni=22997473A&direccion=C%2Fjon+Habana%2C+111+&ciudad=Villalob%F3n&cp=18659&provincia=Badajoz&ntc=9785799371195740&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,6A3EAB164689D6AC292529B757D762E0,0,,0,,/tienda1/imagenes/3.gif
GET,A0437A25EB517CFA2E5C1779CB0C600E,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,6ADCCE4FDAAE1A1D6536374C97F14F60,0,,0,id=3&nombre=Vino+Rioja&precio=100&cantidad=39&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=100&cantidad=39&B1=A%F1adir+al+carrito
POST,686CDF181D43A8F054BDAF7433208526,68,id=3&nombre=Vino+Rioja&precio=100&cantidad=39&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,2DF5F08D3846FF32E513244251B19F64,0,,0,modo=entrar&login=ernesto&pwd=cAr7gorDO&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=ernesto&pwd=cAr7gorDO&remember=on&B1=Entrar
POST,1CDCA6769D80BDD090050FB5B192E21F,61,modo=entrar&login=ernesto&pwd=cAr7gorDO&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,D1A8D89D979F4DDC3EE0F053AA1F8A9F,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
GET,32AE7F0B4F2170123199B8B23DA0DF08,0,,0,,/tienda1/publico/carrito.jsp
GET,D891914BDEEF791F353F856B929F6B8D,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,A7BAE769144DFE5E66EB76CDD8F4A291,43,modo=insertar&precio=3041&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,2703D81FC8569FDDEF4543C94D2B1044,0,,0,modo=registro&login=herbers&password=melcocha&nombre=Androlo&apellidos=Mirambell+Donet&email=furia%40gallegonicolas.bf&dni=48415614Q&direccion=Paseo+Mokamer%2C+S%2FN%2C+&ciudad=Hortig%FCela&cp=19312&provincia=Valencia&ntc=3905556905973113&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=herbers&password=melcocha&nombre=Androlo&apellidos=Mirambell+Donet&email=furia%40gallegonicolas.bf&dni=48415614Q&direccion=Paseo+Mokamer%2C+S%2FN%2C+&ciudad=Hortig%FCela&cp=19312&provincia=Valencia&ntc=3905556905973113&B1=Registrar
POST,87AF98B5AD942FF518470084B8DBCF1B,251,modo=registro&login=herbers&password=melcocha&nombre=Androlo&apellidos=Mirambell+Donet&email=furia%40gallegonicolas.bf&dni=48415614Q&direccion=Paseo+Mokamer%2C+S%2FN%2C+&ciudad=Hortig%FCela&cp=19312&provincia=Valencia&ntc=3905556905973113&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,F1F9972F7D4F3EE3DF640F7E5F1787CB,0,,0,,/tienda1/global/creditos.jsp
GET,495116414723530B8735A72F85555AA1,0,,0,,/tienda1/global/menum.jsp
GET,601552D8FD4F570986B2699F8933282A,0,,0,,/tienda1/global/titulo.jsp
GET,5B2BCE65805313E50C3E75121F4D7E37,0,,0,,/tienda1/global/estilos.css
GET,FC2663884166AFBF0F0DCDFD1EE0C2BF,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,4C53FE7AD0F985134D355EB20F29359E,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,F265AC627B0DB0A2B95D7827F914577B,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,89BDA21B5F753741F15BBA31F961035E,0,,0,,/tienda1/miembros/index.jsp
POST,C85EF55ACF1AEC1A8E18913508E5752A,262,modo=registro&login=ulf&password=589ecialid6d&nombre=Fabrizzio&apellidos=Llinas+Rufi&email=calomee.mirren1%40nuestrasantacruz.bj&dni=78717162F&direccion=Calle+Hemingway%2C+S%2FN+&ciudad=Cuerlas%2C+Las&cp=34338&provincia=Zaragoza&ntc=1649358114502057&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,A6285178F39CB1B6C9E252D8A7B37EA3,0,,0,,/tienda1/miembros/fotos.jsp
GET,852F7A56A6CA0855FBB771C585DD5BAD,0,,0,,/tienda1/miembros/salir.jsp
GET,9DECACD5B5F444771BA2957B30E20C62,0,,0,,/tienda1/imagenes/1.gif
GET,0FC53A63ED2F5A9397F511172B085195,0,,0,,/tienda1/imagenes/3.gif
GET,624B14A89121DC698D32DF803D605EAD,0,,0,,/tienda1/imagenes/logo.gif
GET,7E3D1D3805E09A2A960DCCF7280BAA26,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,3E3EE285D59B3F341F3C75374462A27D,0,,0,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=97&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=97&B1=A%F1adir+al+carrito
GET,3FC5543B0295926C3C2A95E6EE9292EE,0,,0,modo=entrar&login=lafleur&pwd=POlvORADuQue&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=lafleur&pwd=POlvORADuQue&remember=on&B1=Entrar
POST,82F7C3DE25A67CB26FA409AB23C47B38,64,modo=entrar&login=lafleur&pwd=POlvORADuQue&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,2B17783ACCD451A311B4B52A21DA437B,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,C97867B74A6C4A6EE12E860774783E12,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,B02814B8043FFA4BD5B64EF8D3D8406D,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,1433864059C8E45661C120E2320D294D,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,8875E83E826589EE36A4562F3956910E,0,,0,modo=insertar&precio=5013&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=5013&B1=Pasar+por+caja
GET,3EC2ECD5E6EAB666CAA42E2E4F038560,0,,0,,/tienda1/publico/productos.jsp
GET,31C538736B02E0C6EF44F125F81E1E69,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
GET,E7C533B74B2CE8F7D00029F536CCE703,0,,0,,/tienda1/global/creditos.jsp
GET,324BC41A14E19940B51521501534D871,0,,0,,/tienda1/global/menum.jsp
GET,375F9F42A7B21CA72B6265AABAAB3901,0,,0,,/tienda1/global/titulo.jsp
GET,F538A0D2839EE694E2429477748B5B85,0,,0,,/tienda1/global/estilos.css
GET,DDB2BEDBB2724C65C6098888D24A5F26,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,1F19E2620C16D4A44E6B5E890DB4ECF7,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,A83DC3D18A7C0C2D08D8F881241541DA,0,,0,modo=registro&login=chapman&password=Lor81a5o&nombre=Kamil&apellidos=Calderer+Ares&email=tait%40ibizasounds.ir&dni=96277205X&direccion=C%2F+Darrillo+De+La+Magdalena+S%2FN+&ciudad=Perales+del+Alfambra&cp=26674&provincia=Navarra&ntc=1465508294467893&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=chapman&password=Lor81a5o&nombre=Kamil&apellidos=Calderer+Ares&email=tait%40ibizasounds.ir&dni=96277205X&direccion=C%2F+Darrillo+De+La+Magdalena+S%2FN+&ciudad=Perales+del+Alfambra&cp=26674&provincia=Navarra&ntc=1465508294467893&B1=Registrar
POST,3456F4DD59DDA87A29F7641B02365440,260,modo=registro&login=chapman&password=Lor81a5o&nombre=Kamil&apellidos=Calderer+Ares&email=tait%40ibizasounds.ir&dni=96277205X&direccion=C%2F+Darrillo+De+La+Magdalena+S%2FN+&ciudad=Perales+del+Alfambra&cp=26674&provincia=Navarra&ntc=1465508294467893&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,D4BB1D78067344955D1D96F7DC5B704C,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,60DC8F96B947F6ED501F1DA63C796120,0,,0,,/tienda1/imagenes/logo.gif
GET,5FCA905DE03A7BC7F39D2C979C5854D1,0,,0,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=81&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=81&B1=A%F1adir+al+carrito
GET,EC301D17FF60518F12D600267CE3E88F,0,,0,modo=entrar&login=bnrinfo&pwd=fasc%21es&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=bnrinfo&pwd=fasc%21es&remember=on&B1=Entrar
POST,693A3EB155555D0511CBA447E2E56963,61,modo=entrar&login=bnrinfo&pwd=fasc%21es&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
POST,B41A29EE609261FA910926A9C166075B,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,9446EF408C5F44AE4206B3D5DF3852BD,0,,0,,/tienda1/publico/carrito.jsp
GET,B954F2A1E0AE1F498F3C2E654A8EED63,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,6D149C596D176F9B37D090DC1363E99D,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,2EC2B5F9BDC4BB43F5AE6DBD9E667506,0,,0,,/tienda1/publico/miembros.jsp
POST,969D70689B0525B7B858E6B47172DFBA,38,modo=insertar&precio=1820&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,0DBABDEE833EA1EF769EA2ACBFA08C5B,0,,0,,/tienda1/publico/productos.jsp
GET,92B1CAD18B3D48346AC5FE1EF67F828E,0,,0,modo=registro&login=osburn&password=48AsTa5O&nombre=Edilio&apellidos=Credid%EDo+Poma&email=ahern.plott%40zonamodelos.fr&dni=36839675T&direccion=Patio+Pico+De+Aneto%2C+122+13-C&ciudad=Cuevas+del+Almanzora&cp=10666&provincia=Zamora&ntc=1933711327714835&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=osburn&password=48AsTa5O&nombre=Edilio&apellidos=Credid%EDo+Poma&email=ahern.plott%40zonamodelos.fr&dni=36839675T&direccion=Patio+Pico+De+Aneto%2C+122+13-C&ciudad=Cuevas+del+Almanzora&cp=10666&provincia=Zamora&ntc=1933711327714835&B1=Registrar
POST,3B61A2A527B17653803142D9415016C6,263,modo=registro&login=osburn&password=48AsTa5O&nombre=Edilio&apellidos=Credid%EDo+Poma&email=ahern.plott%40zonamodelos.fr&dni=36839675T&direccion=Patio+Pico+De+Aneto%2C+122+13-C&ciudad=Cuevas+del+Almanzora&cp=10666&provincia=Zamora&ntc=1933711327714835&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,980F8BC21B6723854601C6038D11F37B,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,FAAB873239FA79AAD8E8A38992CDB822,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,0DB385D20664D94EEF0AE92FC9993D8E,0,,0,,/tienda1/global/creditos.jsp
GET,65C9BB72024DFF365633A5F4CC0C8E11,0,,0,,/tienda1/global/titulo.jsp
GET,86AA46DB85D5C2AC8AFE9DBDD71FE4FC,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,A84AAAF26BC34A1F4EEC5110BE4097A8,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,EFEAF482F89F17B52383E91561F7E62E,0,,0,,/tienda1/miembros/index.jsp
GET,CABF5B488B73BA7EA8A9E3DCD327A3A9,0,,0,modo=registro&login=ernesto&password=estorbar&nombre=Eulalio&apellidos=Pellicer&email=armes%40muchacha.com.lr&dni=58843682E&direccion=Sin+Sol+15%2C+&ciudad=Juzbado&cp=22367&provincia=Guadalajara&ntc=6142057551987686&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=ernesto&password=estorbar&nombre=Eulalio&apellidos=Pellicer&email=armes%40muchacha.com.lr&dni=58843682E&direccion=Sin+Sol+15%2C+&ciudad=Juzbado&cp=22367&provincia=Guadalajara&ntc=6142057551987686&B1=Registrar
